Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,pressure,humidity,wind_speed,clouds_all,weather_description,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation
22,0.0,0.512,0.0,None,13.95,1021,79,1.94,0,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.448,0.0,None,14.9,1021,76,1.95,4,7,0.0,0.0,0.0,0.0,0.0
0,0.0,1.19,0.0,None,14.88,1020,75,1.87,8,7,0.0,0.0,0.0,0.0,0.0
1,0.0,0.292,0.0,None,10.88,1020,94,1.78,19,2,0.0,0.0,0.0,0.0,0.0
2,0.0,0.264,0.0,None,9.93,1020,93,1.6,29,3,0.0,0.0,0.0,0.0,0.0
3,0.0,0.305,0.0,None,11.78,1020,93,1.71,44,3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.259,0.0,None,9.99,1019,94,1.92,18,2,0.0,0.0,0.0,0.0,0.0
5,0.0,0.261,0.0,None,8.27,1019,95,2.16,8,7,0.0,0.0,0.0,0.0,0.0
6,0.0,0.297,0.0,None,10.11,1019,93,2.01,11,2,0.0,0.0,0.0,0.0,0.0
7,0.0,1.134,0.039,None,9.75,1019,96,1.9,2,7,0.0,0.0,0.0,0.0,0.0
8,0.427,0.0,0.399,Low,7.94,1020,95,2.24,0,7,22.0,11.0,11.0,116.6,71.7
9,0.008,0.0,0.363,High,16.71,1020,67,2.08,0,7,151.0,106.0,45.0,540.4,273.5
10,0.0,0.0,0.256,High,17.86,1020,66,1.84,0,7,300.0,238.0,62.0,705.4,470.5
11,0.082,0.0,0.578,High,19.01,1019,61,1.7,0,7,418.0,348.0,70.0,786.5,617.0
12,0.0,0.0,0.281,Very High,20.13,1019,57,1.88,0,7,489.0,413.0,76.0,819.2,703.1
13,0.0,0.0,0.261,High,20.69,1018,61,1.82,0,7,507.0,431.0,76.0,831.6,722.8
14,0.0,0.0,0.256,High,20.67,1018,59,1.32,0,7,467.0,393.0,74.0,812.1,674.8
15,0.007,0.0,0.246,Medium,20.58,1017,58,0.55,0,7,374.0,307.0,67.0,761.2,562.5
16,0.233,0.0,0.055,None,20.57,1017,63,0.66,0,7,240.0,184.0,56.0,652.4,393.3
17,0.239,0.0,0.0,None,19.59,1017,66,1.24,0,7,89.0,56.0,33.0,393.0,178.9
18,0.407,0.0,0.0,None,17.93,1017,70,1.35,0,7,2.0,1.0,1.0,17.3,20.1
19,0.843,0.0,0.0,None,17.34,1017,66,1.42,0,7,0.0,0.0,0.0,0.0,0.0
20,0.743,0.0,0.0,None,16.8,1017,65,1.8,0,7,0.0,0.0,0.0,0.0,0.0
21,0.576,0.0,0.0,None,13.11,1018,89,1.69,0,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.759,0.0,None,12.33,1018,92,1.73,0,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.411,0.0,None,12.89,1018,92,1.64,0,7,0.0,0.0,0.0,0.0,0.0
0,0.0,0.369,0.0,None,12.09,1018,93,1.53,0,7,0.0,0.0,0.0,0.0,0.0
1,0.0,0.317,0.0,None,12.6,1017,92,1.54,0,7,0.0,0.0,0.0,0.0,0.0
2,0.0,0.292,0.0,None,10.88,1017,93,1.67,0,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.262,0.0,None,10.7,1017,94,1.93,0,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.263,0.0,None,8.8,1017,94,2.12,0,7,0.0,0.0,0.0,0.0,0.0
5,0.0,0.281,0.0,None,12.24,1017,91,2.25,17,2,0.0,0.0,0.0,0.0,0.0
6,0.0,0.256,0.0,None,12.24,1018,90,2.24,19,2,0.0,0.0,0.0,0.0,0.0
7,0.0,1.797,0.035,None,11.56,1018,90,2.15,0,7,0.0,0.0,0.0,0.0,0.0
8,0.271,0.0,0.365,Medium,13.94,1019,66,2.42,0,7,21.0,11.0,10.0,119.1,69.0
9,0.0,0.0,0.264,High,15.67,1019,60,2.34,0,7,152.0,108.0,44.0,562.0,268.1
10,0.0,0.0,0.263,High,16.76,1020,56,2.09,0,7,304.0,243.0,61.0,729.2,464.9
11,0.0,0.0,0.271,Very High,18.44,1019,53,1.63,0,7,424.0,355.0,69.0,810.1,611.4
12,0.0,0.0,0.282,Very High,19.55,1019,51,1.31,0,7,495.0,422.0,73.0,844.1,697.5
13,0.0,0.0,0.277,High,19.58,1019,53,1.04,0,7,511.0,436.0,75.0,848.1,717.3
14,0.0,0.0,0.271,High,20.14,1018,49,1.26,4,7,469.0,395.0,74.0,823.2,669.5
15,0.014,0.0,0.247,Medium,19.06,1018,48,1.52,9,7,373.0,299.0,74.0,748.5,557.4
16,0.197,0.0,0.057,None,19.0,1018,53,1.06,15,2,240.0,182.0,58.0,653.7,388.5
17,0.255,0.0,0.0,None,17.82,1018,58,0.88,29,3,84.0,47.0,37.0,334.0,174.4
18,1.125,0.0,0.0,None,16.14,1018,70,0.93,38,3,2.0,1.0,1.0,17.8,17.8
19,1.481,0.0,0.0,None,15.12,1019,75,1.03,27,3,0.0,0.0,0.0,0.0,0.0
20,1.26,0.0,0.0,None,14.55,1019,75,0.95,19,2,0.0,0.0,0.0,0.0,0.0
21,1.078,0.0,0.0,None,13.9,1019,81,1.45,3,7,0.0,0.0,0.0,0.0,0.0
22,0.0,1.018,0.0,None,13.99,1019,80,1.49,72,4,0.0,0.0,0.0,0.0,0.0
23,0.0,0.686,0.0,None,13.81,1019,77,1.61,80,4,0.0,0.0,0.0,0.0,0.0
0,0.0,0.566,0.0,None,13.79,1019,80,1.45,85,6,0.0,0.0,0.0,0.0,0.0
1,0.0,0.547,0.0,None,13.81,1019,77,1.22,77,4,0.0,0.0,0.0,0.0,0.0
2,0.0,0.515,0.0,None,13.22,1019,76,1.24,85,6,0.0,0.0,0.0,0.0,0.0
3,0.0,0.465,0.0,None,12.78,1019,79,1.42,81,4,0.0,0.0,0.0,0.0,0.0
4,0.0,0.461,0.0,None,12.29,1019,81,1.76,72,4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.448,0.0,None,11.82,1019,82,1.94,82,4,0.0,0.0,0.0,0.0,0.0
6,0.0,0.442,0.0,None,12.37,1019,81,2.0,97,6,0.0,0.0,0.0,0.0,0.0
7,0.0,1.874,0.024,None,12.37,1020,80,2.1,100,6,0.0,0.0,0.0,0.0,0.0
8,0.395,0.0,0.345,None,12.93,1020,78,1.97,62,4,18.0,8.0,10.0,88.5,66.3
9,0.438,0.0,0.611,Medium,15.15,1021,72,1.42,9,7,140.0,87.0,53.0,462.3,262.7
10,0.152,0.0,0.641,Medium,16.7,1021,69,1.04,0,7,290.0,216.0,74.0,656.3,459.4
11,0.396,0.0,0.779,Medium,16.81,1021,70,0.56,0,7,419.0,351.0,68.0,808.7,605.8
12,0.0,0.0,0.484,High,16.82,1020,72,0.18,0,7,491.0,418.0,73.0,843.2,691.9
13,0.0,0.0,0.465,High,17.91,1020,68,1.0,0,7,505.0,426.0,79.0,835.3,711.9
14,0.0,0.0,0.476,Medium,17.97,1019,70,1.95,0,7,458.0,376.0,82.0,790.1,664.2
15,0.107,0.0,0.358,None,17.92,1019,72,1.95,0,7,364.0,288.0,76.0,727.9,552.3
16,0.403,0.0,0.059,None,17.21,1019,73,1.65,1,7,223.0,155.0,68.0,563.8,383.7
17,0.454,0.0,0.0,None,16.24,1019,80,1.7,1,7,84.0,52.0,32.0,374.2,169.9
18,0.61,0.0,0.0,None,14.48,1019,85,1.76,1,7,2.0,0.0,2.0,0.0,15.7
19,0.485,0.0,0.0,None,13.39,1020,89,1.62,0,7,0.0,0.0,0.0,0.0,0.0
20,0.445,0.0,0.0,None,12.8,1020,90,1.66,0,7,0.0,0.0,0.0,0.0,0.0
21,0.516,0.0,0.0,None,11.82,1020,92,2.29,7,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.581,0.0,None,11.76,1020,92,1.94,64,4,0.0,0.0,0.0,0.0,0.0
23,0.0,0.587,0.0,None,11.73,1020,93,1.77,71,4,0.0,0.0,0.0,0.0,0.0
0,0.0,0.578,0.0,None,11.77,1020,93,1.2,66,4,0.0,0.0,0.0,0.0,0.0
1,0.0,0.556,0.0,None,11.17,1020,93,1.52,45,3,0.0,0.0,0.0,0.0,0.0
2,0.0,0.517,0.0,None,11.25,1020,93,1.56,1,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.539,0.0,None,11.71,1019,93,1.65,0,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.484,0.0,None,11.17,1019,93,1.64,0,7,0.0,0.0,0.0,0.0,0.0
5,0.0,0.528,0.0,None,11.17,1019,91,1.77,1,7,0.0,0.0,0.0,0.0,0.0
6,0.0,0.502,0.0,None,10.6,1019,89,1.35,2,7,0.0,0.0,0.0,0.0,0.0
7,0.0,1.451,0.006,None,9.53,1020,89,1.51,2,7,0.0,0.0,0.0,0.0,0.0
8,0.33,0.0,0.302,Medium,10.09,1020,86,1.62,1,7,15.0,4.0,11.0,45.2,63.5
9,0.26,0.0,0.339,Low,13.48,1020,82,1.64,1,7,125.0,62.0,63.0,336.5,257.3
10,0.0,0.0,0.258,High,14.04,1020,81,1.03,0,7,296.0,233.0,63.0,716.8,453.9
11,0.0,0.0,0.317,Very High,15.09,1020,79,0.63,0,7,416.0,344.0,72.0,800.3,600.3
12,0.0,0.0,0.323,High,16.19,1019,72,0.65,20,2,492.0,419.0,73.0,852.4,686.4
13,0.0,0.0,0.311,High,17.4,1019,64,0.56,1,7,504.0,430.0,74.0,850.0,706.5
14,0.0,0.0,0.312,High,17.93,1018,64,1.23,2,7,464.0,391.0,73.0,828.5,659.1
15,0.051,0.0,0.309,Medium,17.8,1018,65,1.83,46,3,370.0,304.0,66.0,775.5,547.4
16,0.31,0.0,0.054,None,17.73,1018,66,1.78,6,7,234.0,178.0,56.0,655.7,379.1
17,0.445,0.0,0.0,None,16.61,1018,72,1.72,12,2,83.0,52.0,31.0,378.8,165.6
18,1.242,0.0,0.0,None,14.95,1019,80,1.8,4,7,1.0,0.0,1.0,0.0,13.6
19,0.902,0.0,0.0,None,14.54,1019,80,1.83,0,7,0.0,0.0,0.0,0.0,0.0
20,0.341,0.0,0.0,None,14.29,1019,82,2.21,0,7,0.0,0.0,0.0,0.0,0.0
21,0.514,0.0,0.0,None,13.25,1019,84,2.06,0,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.557,0.0,None,11.12,1019,91,1.99,0,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.449,0.0,None,10.34,1019,90,2.01,0,7,0.0,0.0,0.0,0.0,0.0
0,0.0,0.34,0.0,None,9.21,1019,89,1.92,0,7,0.0,0.0,0.0,0.0,0.0
1,0.0,0.356,0.0,None,8.48,1020,89,1.86,0,7,0.0,0.0,0.0,0.0,0.0
2,0.0,0.457,0.0,None,8.3,1019,90,1.99,0,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.379,0.0,None,8.92,1019,91,2.21,4,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.347,0.0,None,8.71,1019,92,2.35,2,7,0.0,0.0,0.0,0.0,0.0
5,0.0,0.337,0.0,None,8.5,1019,94,2.41,17,2,0.0,0.0,0.0,0.0,0.0
6,0.0,0.292,0.0,None,8.35,1019,95,2.41,17,2,0.0,0.0,0.0,0.0,0.0
7,0.0,0.293,0.023,None,7.44,1020,95,2.39,16,2,0.0,0.0,0.0,0.0,0.0
8,0.005,0.0,0.321,Medium,13.28,1020,72,2.57,5,7,17.0,8.0,9.0,92.4,60.8
9,0.0,0.0,0.432,Medium,12.66,1021,89,2.35,0,7,141.0,98.0,43.0,543.4,251.9
10,0.427,0.0,0.763,Medium,16.77,1021,65,2.22,0,7,292.0,232.0,60.0,722.8,448.4
11,0.287,0.0,0.666,High,18.44,1021,60,1.61,0,7,413.0,346.0,67.0,812.7,594.8
12,0.0,0.0,0.36,High,19.56,1020,54,1.09,1,7,486.0,415.0,71.0,851.4,681.0
13,0.0,0.0,0.276,High,19.55,1020,61,0.52,1,7,501.0,427.0,74.0,850.8,701.2
14,0.217,0.0,0.356,High,20.14,1019,55,0.68,4,7,461.0,391.0,70.0,835.3,654.0
15,1.477,0.0,0.388,None,19.49,1019,55,1.2,14,2,368.0,303.0,65.0,780.2,542.6
16,1.66,0.0,0.053,None,19.48,1019,57,1.3,5,7,233.0,178.0,55.0,663.9,374.6
17,0.756,0.0,0.0,None,18.46,1019,62,1.44,2,7,81.0,51.0,30.0,376.0,161.5
18,0.804,0.0,0.0,None,17.18,1019,69,1.59,0,7,1.0,0.0,1.0,0.0,11.6
19,0.583,0.0,0.0,None,16.19,1020,72,2.0,0,7,0.0,0.0,0.0,0.0,0.0
20,0.545,0.0,0.0,None,15.41,1019,74,2.18,0,7,0.0,0.0,0.0,0.0,0.0
21,0.894,0.0,0.0,None,14.88,1020,78,1.81,0,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.559,0.0,None,11.41,1020,93,1.98,28,3,0.0,0.0,0.0,0.0,0.0
23,0.0,0.411,0.0,None,10.81,1020,93,1.9,50,3,0.0,0.0,0.0,0.0,0.0
0,0.0,0.488,0.0,None,10.14,1020,91,1.9,36,3,0.0,0.0,0.0,0.0,0.0
1,0.0,0.461,0.0,None,10.72,1020,90,2.25,13,2,0.0,0.0,0.0,0.0,0.0
2,0.0,0.333,0.0,None,13.91,1019,73,2.65,5,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.317,0.0,None,9.86,1020,92,2.99,17,2,0.0,0.0,0.0,0.0,0.0
4,0.0,0.315,0.0,None,9.86,1020,91,3.0,17,2,0.0,0.0,0.0,0.0,0.0
5,0.0,0.326,0.0,None,12.81,1019,74,3.06,18,2,0.0,0.0,0.0,0.0,0.0
6,0.0,0.323,0.0,None,9.0,1020,91,3.07,0,7,0.0,0.0,0.0,0.0,0.0
7,0.0,0.204,0.022,None,8.14,1020,92,2.8,2,7,0.0,0.0,0.0,0.0,0.0
8,0.312,0.0,0.374,Medium,8.14,1020,90,3.03,0,7,16.0,8.0,8.0,94.5,58.2
9,0.236,0.0,0.58,Medium,10.61,1020,90,2.79,0,7,145.0,103.0,42.0,583.8,246.6
10,0.081,0.0,0.922,None,16.22,1021,61,2.44,0,7,300.0,241.0,59.0,760.3,443.0
11,0.213,0.0,0.994,None,17.94,1021,60,1.69,0,7,423.0,356.0,67.0,844.3,589.3
12,0.724,0.0,0.941,Medium,17.96,1020,57,0.78,0,7,496.0,426.0,70.0,881.3,675.6
13,0.0,0.0,0.363,High,19.55,1020,55,0.34,1,7,516.0,445.0,71.0,893.7,696.0
14,0.0,0.0,0.349,High,20.03,1019,52,1.11,6,7,472.0,402.0,70.0,865.8,649.0
15,0.258,0.0,0.313,Medium,19.04,1019,51,1.55,11,2,375.0,310.0,65.0,805.6,537.9
16,0.245,0.0,0.049,None,19.0,1019,51,1.3,2,7,237.0,184.0,53.0,694.7,370.2
17,0.404,0.0,0.0,None,17.9,1019,56,1.86,0,7,82.0,53.0,29.0,395.4,157.4
18,1.603,0.0,0.0,None,13.0,1019,83,1.85,0,7,1.0,0.0,1.0,0.0,9.6
19,1.238,0.0,0.0,None,15.08,1020,69,1.76,0,7,0.0,0.0,0.0,0.0,0.0
20,0.825,0.0,0.0,None,13.79,1020,75,1.99,0,7,0.0,0.0,0.0,0.0,0.0
21,0.549,0.0,0.0,None,13.94,1020,74,1.94,0,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.665,0.0,None,13.67,1021,73,2.32,0,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.491,0.0,None,12.66,1021,76,2.35,0,7,0.0,0.0,0.0,0.0,0.0
0,0.0,0.398,0.0,None,8.03,1020,88,2.16,0,7,0.0,0.0,0.0,0.0,0.0
1,0.0,0.249,0.0,None,7.08,1021,88,2.14,0,7,0.0,0.0,0.0,0.0,0.0
2,0.0,0.279,0.0,None,5.17,1020,87,2.2,0,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.3,0.0,None,7.78,1020,86,2.23,0,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.239,0.0,None,7.51,1020,88,2.19,0,7,0.0,0.0,0.0,0.0,0.0
5,0.0,0.25,0.0,None,10.42,1020,65,2.26,0,7,0.0,0.0,0.0,0.0,0.0
6,0.0,0.294,0.0,None,7.06,1020,89,2.43,2,7,0.0,0.0,0.0,0.0,0.0
7,0.0,1.685,0.016,None,5.94,1020,89,2.59,2,7,0.0,0.0,0.0,0.0,0.0
8,0.449,0.0,0.343,Medium,7.01,1021,88,3.02,2,7,14.0,7.0,7.0,84.6,55.5
9,0.0,0.0,0.259,High,13.21,1022,65,3.23,0,7,135.0,93.0,42.0,538.9,241.3
10,0.0,0.0,0.261,High,14.46,1022,65,2.93,0,7,285.0,225.0,60.0,718.9,437.6
11,0.0,0.0,0.25,Very High,15.58,1022,61,2.63,0,7,404.0,336.0,68.0,804.5,584.0
12,0.0,0.0,0.252,Very High,16.8,1021,58,2.19,0,7,476.0,404.0,72.0,842.7,670.4
13,0.0,0.0,0.262,High,16.86,1021,58,1.93,0,7,492.0,418.0,74.0,846.1,690.9
14,0.0,0.0,0.256,High,16.87,1021,57,1.96,0,7,452.0,380.0,72.0,825.0,644.1
15,0.007,0.0,0.25,Medium,16.82,1020,56,2.2,3,7,360.0,294.0,66.0,770.9,533.3
16,0.173,0.0,0.073,None,16.8,1020,56,1.34,18,2,221.0,162.0,59.0,619.0,366.0
17,0.236,0.0,0.0,None,16.18,1020,61,2.06,25,3,73.0,41.0,32.0,309.4,153.5
18,0.249,0.0,0.0,None,15.07,1020,62,2.05,64,4,1.0,0.0,1.0,0.0,7.7
19,0.874,0.0,0.0,None,14.42,1021,65,2.24,95,6,0.0,0.0,0.0,0.0,0.0
20,0.739,0.0,0.0,None,13.87,1021,67,2.39,98,6,0.0,0.0,0.0,0.0,0.0
21,0.49,0.0,0.0,None,13.3,1021,70,2.18,99,6,0.0,0.0,0.0,0.0,0.0
22,0.0,0.369,0.0,None,13.31,1021,71,2.24,96,6,0.0,0.0,0.0,0.0,0.0
23,0.0,0.369,0.0,None,13.25,1021,70,2.08,97,6,0.0,0.0,0.0,0.0,0.0
0,0.0,0.304,0.0,None,13.25,1021,68,2.21,97,6,0.0,0.0,0.0,0.0,0.0
1,0.0,0.281,0.0,None,12.79,1021,68,2.43,100,6,0.0,0.0,0.0,0.0,0.0
2,0.0,0.255,0.0,None,11.68,1021,71,2.49,92,6,0.0,0.0,0.0,0.0,0.0
3,0.0,0.266,0.0,None,12.15,1021,70,2.48,86,6,0.0,0.0,0.0,0.0,0.0
4,0.0,0.29,0.0,None,11.78,1021,72,2.45,35,3,0.0,0.0,0.0,0.0,0.0
5,0.0,0.278,0.0,None,11.7,1021,73,2.46,67,4,0.0,0.0,0.0,0.0,0.0
6,0.0,0.298,0.0,None,11.18,1021,75,2.48,66,4,0.0,0.0,0.0,0.0,0.0
7,0.0,0.998,0.016,None,10.09,1021,87,2.42,27,3,0.0,0.0,0.0,0.0,0.0
8,0.264,0.0,0.375,Low,11.22,1022,74,2.49,3,7,13.0,6.0,7.0,74.2,52.9
9,0.365,0.0,0.381,High,12.35,1022,71,2.6,1,7,130.0,89.0,41.0,527.3,236.1
10,0.0,0.0,0.226,High,13.49,1022,69,1.78,0,7,280.0,221.0,59.0,715.1,432.3
11,0.0,0.0,0.303,High,14.6,1022,66,1.7,2,7,399.0,332.0,67.0,802.6,578.7
12,0.0,0.0,0.208,Very High,15.2,1021,63,1.85,1,7,471.0,398.0,73.0,837.1,665.2
13,0.0,0.0,0.208,High,15.73,1021,60,1.78,0,7,488.0,413.0,75.0,842.4,685.9
14,0.0,0.0,0.21,High,15.75,1020,57,1.53,10,7,444.0,368.0,76.0,805.2,639.4
15,0.0,0.0,0.207,Medium,15.71,1020,55,1.39,80,4,347.0,265.0,82.0,701.0,528.9
16,0.138,0.0,0.066,None,15.66,1020,57,1.31,98,6,212.0,142.0,70.0,549.0,361.9
17,0.193,0.0,0.0,None,15.09,1020,60,1.83,89,6,65.0,26.0,39.0,198.5,149.7
18,0.438,0.0,0.0,None,13.96,1020,67,2.08,27,3,1.0,0.0,1.0,0.0,5.9
19,1.74,0.0,0.0,None,13.33,1020,68,2.27,20,2,0.0,0.0,0.0,0.0,0.0
20,0.772,0.0,0.0,None,12.81,1021,71,2.29,14,2,0.0,0.0,0.0,0.0,0.0
21,0.409,0.0,0.0,None,12.35,1021,72,2.24,27,3,0.0,0.0,0.0,0.0,0.0
22,0.0,0.558,0.0,None,12.33,1021,70,2.07,82,4,0.0,0.0,0.0,0.0,0.0
23,0.0,0.261,0.0,None,11.74,1021,73,1.98,86,6,0.0,0.0,0.0,0.0,0.0
0,0.0,0.255,0.0,None,12.15,1021,71,2.02,87,6,0.0,0.0,0.0,0.0,0.0
1,0.0,0.323,0.0,None,10.2,1022,86,2.4,88,6,0.0,0.0,0.0,0.0,0.0
2,0.0,0.241,0.0,None,11.61,1022,69,2.62,80,4,0.0,0.0,0.0,0.0,0.0
3,0.0,0.315,0.0,None,11.73,1021,68,2.64,64,4,0.0,0.0,0.0,0.0,0.0
4,0.0,0.282,0.0,None,11.13,1022,69,2.44,61,4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.27,0.0,None,11.71,1022,68,2.28,52,4,0.0,0.0,0.0,0.0,0.0
6,0.0,0.274,0.0,None,11.51,1022,68,2.25,36,3,0.0,0.0,0.0,0.0,0.0
7,0.0,1.717,0.005,None,9.11,1022,87,2.22,44,3,0.0,0.0,0.0,0.0,0.0
8,0.708,0.0,0.247,Medium,10.05,1023,85,2.39,41,3,12.0,5.0,7.0,63.3,50.3
9,0.0,0.0,0.28,High,12.77,1024,62,2.58,20,2,126.0,85.0,41.0,515.1,230.9
10,0.173,0.0,0.607,Medium,13.95,1024,59,1.98,0,7,275.0,217.0,58.0,711.1,427.1
11,0.382,0.0,0.676,High,14.6,1024,58,1.81,0,7,395.0,327.0,68.0,798.0,573.5
12,0.0,0.0,0.27,Very High,15.71,1024,55,1.66,0,7,467.0,395.0,72.0,837.5,660.1
13,0.0,0.0,0.257,High,16.35,1023,52,1.85,0,7,486.0,414.0,72.0,850.9,681.0
14,0.0,0.0,0.247,High,16.84,1023,50,2.4,0,7,447.0,377.0,70.0,831.3,634.7
15,0.0,0.0,0.247,Medium,16.82,1022,51,2.4,0,7,355.0,290.0,65.0,773.8,524.6
16,0.219,0.0,0.039,None,16.81,1022,52,1.37,0,7,220.0,167.0,53.0,653.1,357.9
17,0.278,0.0,0.0,None,16.17,1022,55,2.21,0,7,72.0,45.0,27.0,347.3,146.1
18,0.39,0.0,0.0,None,13.89,1023,67,2.47,0,7,0.0,0.0,0.0,0.0,4.2
19,0.326,0.0,0.0,None,12.16,1023,78,2.55,1,7,0.0,0.0,0.0,0.0,0.0
20,0.346,0.0,0.0,None,11.82,1023,80,2.32,30,3,0.0,0.0,0.0,0.0,0.0
21,0.423,0.0,0.0,None,11.2,1024,83,2.13,16,2,0.0,0.0,0.0,0.0,0.0
22,0.0,1.079,0.0,None,12.35,1024,65,2.25,0,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.389,0.0,None,12.35,1025,63,2.44,0,7,0.0,0.0,0.0,0.0,0.0
0,0.0,0.341,0.0,None,11.81,1025,65,2.76,32,3,0.0,0.0,0.0,0.0,0.0
1,0.0,0.316,0.0,None,11.26,1025,66,3.05,13,2,0.0,0.0,0.0,0.0,0.0
2,0.0,0.257,0.0,None,11.24,1025,65,3.36,0,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.304,0.0,None,10.7,1025,65,3.76,0,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.308,0.0,None,9.92,1024,72,3.72,0,7,0.0,0.0,0.0,0.0,0.0
5,0.0,0.29,0.0,None,10.49,1024,71,3.51,0,7,0.0,0.0,0.0,0.0,0.0
6,0.0,1.905,0.0,None,9.38,1024,71,3.32,0,7,0.0,0.0,0.0,0.0,0.0
7,0.0,2.151,0.002,None,8.44,1024,73,3.12,4,7,0.0,0.0,0.0,0.0,0.0
8,0.072,0.0,0.284,Medium,8.58,1025,74,3.15,8,7,11.0,5.0,6.0,64.8,47.7
9,0.0,0.0,0.272,High,11.78,1025,63,3.77,12,2,126.0,87.0,39.0,539.4,225.8
10,0.0,0.0,0.278,High,12.95,1025,59,3.86,0,7,275.0,215.0,60.0,713.4,421.9
11,0.0,0.0,0.255,Very High,13.47,1025,58,5.05,0,7,395.0,325.0,70.0,800.6,568.3
12,0.035,0.0,0.659,High,14.57,1024,56,5.36,0,7,470.0,398.0,72.0,850.7,655.1
13,0.0,0.0,0.249,High,15.15,1024,54,5.17,0,7,490.0,418.0,72.0,865.6,676.2
14,0.0,0.0,0.355,High,15.16,1023,54,4.84,0,7,450.0,380.0,70.0,844.2,630.2
15,0.0,0.0,0.254,Medium,15.73,1023,53,4.19,0,7,357.0,293.0,64.0,788.4,520.4
16,0.221,0.0,0.036,None,15.73,1023,52,2.73,0,7,222.0,169.0,53.0,668.4,354.1
17,0.256,0.0,0.0,None,14.59,1023,57,2.19,0,7,72.0,45.0,27.0,351.0,142.6
18,0.535,0.0,0.0,None,13.41,1023,59,2.33,0,7,0.0,0.0,0.0,0.0,2.5
19,0.952,0.0,0.0,None,13.2,1023,62,2.57,0,7,0.0,0.0,0.0,0.0,0.0
20,0.834,0.0,0.0,None,11.11,1023,64,2.72,0,7,0.0,0.0,0.0,0.0,0.0
21,0.638,0.0,0.0,None,12.63,1024,65,2.96,0,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.769,0.0,None,11.38,1024,65,3.29,0,7,0.0,0.0,0.0,0.0,0.0
23,0.0,1.118,0.0,None,10.87,1024,67,3.36,0,7,0.0,0.0,0.0,0.0,0.0
0,0.0,1.716,0.0,None,12.35,1024,67,3.28,0,7,0.0,0.0,0.0,0.0,0.0
1,0.0,1.601,0.0,None,11.03,1024,69,3.36,0,7,0.0,0.0,0.0,0.0,0.0
2,0.0,1.35,0.0,None,11.4,1024,69,3.33,0,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.377,0.0,None,9.68,1023,70,3.4,0,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.409,0.0,None,8.88,1023,71,3.47,0,7,0.0,0.0,0.0,0.0,0.0
5,0.0,0.37,0.0,None,10.39,1023,69,3.52,0,7,0.0,0.0,0.0,0.0,0.0
6,0.0,0.382,0.0,None,10.93,1023,70,3.48,0,7,0.0,0.0,0.0,0.0,0.0
7,0.0,1.314,0.002,None,11.5,1023,69,3.48,0,7,0.0,0.0,0.0,0.0,0.0
8,0.227,0.0,0.316,Medium,11.26,1023,70,3.64,0,7,10.0,4.0,6.0,53.0,45.2
9,0.0,0.0,0.348,High,12.33,1023,65,4.09,0,7,119.0,79.0,40.0,501.2,220.8
10,0.323,0.0,0.615,Medium,13.96,1023,63,4.1,0,7,263.0,204.0,59.0,685.5,416.8
11,0.0,0.0,0.462,High,15.13,1023,61,4.74,0,7,381.0,313.0,68.0,778.3,563.3
12,0.368,0.0,0.698,Medium,15.25,1022,60,4.7,0,7,455.0,382.0,73.0,823.0,650.2
13,0.0,0.0,0.346,High,16.81,1022,57,4.38,0,7,472.0,399.0,73.0,832.3,671.5
14,0.0,0.0,0.358,Medium,16.81,1021,55,4.2,0,7,427.0,345.0,82.0,772.2,625.9
15,0.065,0.0,0.333,Low,16.82,1020,55,4.04,0,7,344.0,280.0,64.0,759.6,516.3
16,0.413,0.0,0.05,None,16.8,1020,57,2.79,0,7,212.0,159.0,53.0,635.7,350.4
17,0.563,0.0,0.0,None,16.27,1020,58,2.43,0,7,67.0,41.0,26.0,323.1,139.3
